X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1758747.6181,5905020.6182,411780,2052-257c451d,2052,ARCHIVES NEW ZEALAND,,STOP,-36.98756,174.78379,,BUS
1770911.5776,5903055.7617,411781,2053-ed0943a3,2053,BYBLOS PLACE,,STOP,-37.00313,174.92085,,BUS
1769018.5407,5909733.4139,411782,2054-db3a8564,2054,SMALES ROAD/SIR WILLIAM AVENUE,,STOP,-36.94331,174.89809,,BUS
1771142.1738,5902704.7963,411783,2055-1db7ff72,2055,IDRIS COURT,,STOP,-37.00625,174.92352,,BUS
1769480.2138,5909876.2669,411784,2056-ef50a53b,2056,KELVIN HART DRIVE,,STOP,-36.94194,174.90324,,BUS
1770866.047,5902608.2573,411785,2057-e1c85c4c,2057,PHOENICA COURT,,STOP,-37.00717,174.92044,,BUS
1770100.7861,5902179.6861,411786,2058-a67cad61,2058,LEMONWOOD PLACE,,STOP,-37.01117,174.91194,,BUS
1770667.3028,5902375.8452,411787,2059-57bac96f,2059,HILL ROAD/WAIRERE ROAD,,STOP,-37.0093,174.91826,,BUS
1769952.6699,5902472.359,411788,2060-a2905ba6,2060,KURIPAKA CRESCENT,,STOP,-37.00856,174.91021,,BUS
1770458.674,5902182.4764,411789,2061-a7608b14,2061,STRATFORD ROAD,,STOP,-37.01108,174.91596,,BUS
1770275.8175,5902738.9142,411790,2062-ef386658,2062,CHARLES PREVOST DRIVE/WAIRERE ROAD,,STOP,-37.0061,174.91378,,BUS
1761168.0613,5907481.038,411791,2063-e49e3bc1,2063,PACIFIC ISLANDS CHURCH,,STOP,-36.96498,174.81045,,BUS
1770518.5514,5902857.234,411792,2064-316078bf,2064,THE GARDENS SCHOOL,,STOP,-37.00499,174.91648,,BUS
1771468.3012,5907516.5286,411793,2065-5946adeb,2065,CONCEPTS WAY,,STOP,-36.96284,174.92609,,BUS
1770930.5783,5903070.9175,411794,2066-48d1d392,2066,BYBLOS PLACE,,STOP,-37.00299,174.92106,,BUS
1766685.0492,5910175.8113,411795,2067-b98c5a31,2067,SIR WOOLF FISHER DRIVE,,STOP,-36.93974,174.8718,,BUS
1771163.0885,5902726.5727,411796,2068-d9511f1f,2068,IDRIS COURT,,STOP,-37.00605,174.92375,,BUS
1766881.0577,5909813.4562,411797,2069-f610fe3e,2069,EL KOBAR DRIVE,,STOP,-36.94297,174.87408,,BUS
1770858.1282,5902612.857,411798,2070-b05c23ff,2070,PHOENICA COURT,,STOP,-37.00713,174.92035,,BUS
1767215.7569,5910160.9317,411799,2071-8c831e6b,2071,PUKEKIWIRIKI PLACE,,STOP,-36.93978,174.87776,,BUS
1770682.8543,5902396.6208,411800,2072-cadcca05,2072,HILL ROAD/WAIRERE ROAD,,STOP,-37.00911,174.91843,,BUS
1767033.3873,5910446.442,411801,2073-84176377,2073,THE CROSSING,,STOP,-36.93724,174.87565,,BUS
1770452.5127,5902185.9303,411802,2074-03d414c6,2074,STRATFORD ROAD,,STOP,-37.01105,174.91589,,BUS
1767413.1001,5910454.4997,411803,2075-3d362db1,2075,MAURICE PAYKEL PLACE,,STOP,-36.9371,174.87991,,BUS
1769889.135,5914553.123,411804,2076-0efd73fd,2076,WOOLWORTHS HIGHLAND PARK,,STOP,-36.89973,174.90678,,BUS
1771460.8042,5907542.2092,411805,2078-e7c44308,2078,CONCEPTS WAY,,STOP,-36.96261,174.926,,BUS
1771364.2587,5907172.3262,411806,2080-eeeeb66a,2080,SALFORD CRESCENT,,STOP,-36.96596,174.925,,BUS
1768991.5344,5909137.9178,411807,2082-0dbacd64,2082,BARMAC PLACE,,STOP,-36.94868,174.89792,,BUS
1770285.4479,5913689.433,411808,2083-44b4584d,2083,GWENAND PLACE,,STOP,-36.90744,174.91142,,BUS
1766658.6581,5910192.9783,411809,2084-5a19fd6e,2084,SIR WOOLF FISHER DRIVE,,STOP,-36.93959,174.8715,,BUS
1766001.0486,5899146.6205,411810,2085-7baad1cd,2085,BECKER DRIVE,,STOP,-37.03923,174.86655,,BUS
1766864.6786,5909796.0196,411811,2086-ebd84fbd,2086,EL KOBAR DRIVE,,STOP,-36.94313,174.8739,,BUS
1767226.5695,5910121.8715,411812,2088-6315c6f0,2088,PUKEKIWIRIKI PLACE,,STOP,-36.94013,174.87789,,BUS
1767045.1619,5910456.1995,411813,2090-628f6180,2090,THE CROSSING,,STOP,-36.93715,174.87578,,BUS
1767358.6843,5910451.1332,411814,2092-a123ae7d,2092,MAURICE PAYKEL PLACE,,STOP,-36.93714,174.8793,,BUS
1766799.8188,5897871.1238,411815,2093-c809e3be,2093,REREMOANA SCHOOL,,STOP,-37.05058,174.87581,,BUS
1771008.5045,5900627.4289,411816,2097-4f0bff5d,2097,PORCHESTER ROAD,,STOP,-37.02499,174.92249,,BUS
1766262.3744,5903572.32,411817,2099-68f14cdb,2099,PLUNKET AVENUE/WIRI STATION ROAD,,STOP,-36.99931,174.86851,,BUS
1770197.4101,5915881.0924,411818,2100-303a8542,2100,BUCKLANDS BEACH ROAD,,STOP,-36.88771,174.90994,,BUS
1770451.0896,5915949.2663,411819,2101-d62c3095,2101,WYCHERLEY DRIVE,,STOP,-36.88705,174.91277,,BUS
1770589.444,5916268.372,411820,2102-7d24e7f9,2102,MACLEANS ROAD,,STOP,-36.88415,174.91425,,BUS
1771140.3183,5914755.5584,411821,2103-a4806e91,2103,VINCENT STREET,,STOP,-36.89768,174.92077,,BUS
1769726.432,5914083.5439,411822,2104-4e4fea42,2104,AVIEMORE DRIVE/LLOYD ELSMORE PARK,,STOP,-36.90399,174.90506,,BUS
1769994.4728,5900388.1344,411823,2106-94dc71e8,2106,BALLOCH STREET,,STOP,-37.02733,174.91115,,BUS
1766466.3334,5899821.1928,411824,2108-29b443d8,2108,WEYMOUTH ROAD/CASTLEFINN DRIVE,,STOP,-37.03307,174.87163,,BUS
1766280.304,5906527.6891,411825,2110-7b581350,2110,ROSE ROAD,,STOP,-36.97268,174.86806,,BUS
1771602.5381,5912262.1835,411826,2111-46d8fecd,2111,SANTA ANA DRIVE,,STOP,-36.92006,174.92652,,BUS
1771629.0673,5912296.0558,411827,2112-cedd3d5e,2112,SANTA ANA DRIVE,,STOP,-36.91975,174.92681,,BUS
1771188.3214,5915855.6502,411828,2114-4f0e9976,2114,MURVALE RESERVE,,STOP,-36.88776,174.92106,,BUS
1766913.2334,5900417.3001,411829,2115-9ea9e822,2115,ROWANDALE AVENUE/SHARLAND AVENUE,,STOP,-37.02762,174.87652,,BUS
1770993.043,5910806.0216,411830,2116-efb33c28,2116,INAGH CLOSE,,STOP,-36.93329,174.92001,,BUS
1770935.086,5910538.5823,411831,2118-06251150,2118,KELLAWAY RESERVE,,STOP,-36.93571,174.91942,,BUS
1769369.264,5908647.5631,411832,2119-16b4e01c,2119,KORDEL PLACE,,STOP,-36.95303,174.90227,,BUS
1768276.3808,5909237.5971,411833,2120-108f2f6b,2120,SPRINGS ROAD,,STOP,-36.94791,174.88987,,BUS
1769714.227,5907234.3733,411834,2121-d93e093d,2121,CHAPEL ROAD/ORMISTON ROAD,,STOP,-36.9657,174.90646,,BUS
1768810.1774,5910589.988,411835,2122-c0213883,2122,HARRIS ROAD/NEALES ROAD,,STOP,-36.93563,174.89556,,BUS
1769658.6157,5907036.8066,411836,2123-0c4b14a6,2123,CHAPEL ROAD/BARRY CURTIS PARK,,STOP,-36.96749,174.90588,,BUS
1767687.6423,5900336.4991,411837,2125-cb954b1b,2125,WEYMOUTH ROAD/FRIEDLANDERS ROAD,,STOP,-37.02821,174.88524,,BUS
1767104.5314,5904248.3401,411838,2127-d4ee58fe,2127,STOP B MANUKAU STATION,,STOP,-36.99307,174.87782,51239-18c41359,BUS
1768969.8492,5900194.4411,411839,2131-9ef86156,2131,PURIRI ROAD,,STOP,-37.02926,174.89968,,BUS
1766667.4206,5899775.0553,411840,2133-d14dcd40,2133,BOHOLA RISE,,STOP,-37.03345,174.8739,,BUS
1769686.4967,5907183.871,411841,2134-e0561d55,2134,CHAPEL ROAD/ORMISTON ROAD,,STOP,-36.96616,174.90616,,BUS
1766788.5214,5899373.0914,411842,2135-598e31eb,2135,CARN PLACE,,STOP,-37.03705,174.87535,,BUS
1769545.1976,5906620.6275,411843,2136-dcb09665,2136,MICHAEL JONES DRIVE,,STOP,-36.97126,174.9047,,BUS
1768538.4263,5909378.9064,411844,2138-7c992b2a,2138,78 SPRINGS ROAD,,STOP,-36.94659,174.89278,,BUS
1769358.9568,5905812.9831,411845,2139-7aa2270b,2139,CHAPEL DOWNS PRIMARY SCHOOL,,STOP,-36.97857,174.90279,,BUS
1782044.8215,5916407.1505,411846,2140-d654c44e,2140,MARAETAI PARK,,STOP,-36.88076,175.04269,,BUS
1768352.7035,5899367.6266,411847,2141-105f1c01,2141,THOMPSON TERRACE,,STOP,-37.03682,174.89293,,BUS
1769342.3578,5905784.4563,411848,2142-76fdcecd,2142,CHAPEL DOWNS PRIMARY SCHOOL,,STOP,-36.97883,174.90261,,BUS
1767801.9376,5903588.5711,411849,2143-4ac94b16,2143,EVENTS CENTRE,,STOP,-36.99889,174.8858,,BUS
1767853.4525,5903537.6031,411850,2144-f41225ff,2144,EVENTS CENTRE,,STOP,-36.99934,174.88639,,BUS
1767984.4806,5899286.1532,411851,2145-ff054d3e,2145,MCDIVITT STREET,,STOP,-37.03762,174.88881,,BUS
1782485.921,5916310.0054,411852,2146-cb5e7923,2146,MARAETAI BEACH,,STOP,-36.88155,175.04766,,BUS
1767417.3696,5899090.9504,411853,2147-a74dc821,2147,ELIM CHRISTAN CENTRE,,STOP,-37.03948,174.88248,,BUS
1769133.9544,5901681.8238,411854,2148-538e470f,2148,EARLS COURT,,STOP,-37.01583,174.90119,,BUS
1767023.8987,5899126.4797,411855,2149-85937644,2149,MONTEGO PLACE,,STOP,-37.03923,174.87805,,BUS
1769776.567,5913692.9568,411856,2150-0dc19d0b,2150,AVIEMORE DRIVE/LEWISHAM STREET,,STOP,-36.9075,174.90571,,BUS
1781910.7931,5916394.4782,411857,2151-bdff179b,2151,MARAETAI PARK,,STOP,-36.8809,175.04119,,BUS
1768947.7432,5900201.5424,411858,2152-f5d94944,2152,PURIRI ROAD,,STOP,-37.0292,174.89943,,BUS
1766665.5036,5899722.9261,411859,2154-f853f936,2154,BOHOLA RISE,,STOP,-37.03392,174.87389,,BUS
1766807.186,5899417.1207,411860,2156-4d00a7be,2156,CARN PLACE,,STOP,-37.03665,174.87555,,BUS
1767032.0774,5900126.3712,411861,2157-d82958b7,2157,ROWANDALE AVENUE/WEYMOUTH ROAD,,STOP,-37.03022,174.87792,,BUS
1768980.8083,5899584.8595,411862,2158-ac4fd451,2158,TAWA CRESCENT,,STOP,-37.03475,174.89994,,BUS
1768638.4565,5899462.9386,411863,2160-d387a6a0,2160,BOON STREET,,STOP,-37.03591,174.89612,,BUS
1768922.3489,5899865.7348,411864,2162-d121055f,2162,TOTARA ROAD,,STOP,-37.03223,174.89922,,BUS
1762191.8663,5906994.2531,411865,2163-efcfe61f,2163,MASSEY ROAD/WALTER STREET,,STOP,-36.96919,174.82205,,BUS
1767875.5349,5899221.72,411866,2164-1bc6f16d,2164,VOLANTE AVENUE,,STOP,-37.03822,174.8876,,BUS
1767417.2159,5899083.1838,411867,2166-9066b2f2,2166,ELIM CHRISTIAN CENTRE,,STOP,-37.03955,174.88248,,BUS
1768061.0982,5902382.4791,411868,2167-f434c05a,2167,BROWNS ROAD/MANUKAU SUPERCLINIC,,STOP,-37.00971,174.88898,,BUS
1767053.2847,5899082.6116,411869,2168-3ab7f422,2168,MONTEGO PLACE,,STOP,-37.03962,174.87839,,BUS
1767765.8754,5902262.912,411870,2169-cff4ffa3,2169,STURDEE ROAD,,STOP,-37.01084,174.88569,,BUS
1766905.2491,5900418.5676,411871,2170-55bf426f,2170,ROWANDALE AVENUE/SHARLAND AVENUE,,STOP,-37.02761,174.87643,,BUS
1767141.4705,5902015.5396,411872,2171-9d747e3b,2171,JELLICOE ROAD,,STOP,-37.01318,174.87873,,BUS
1761129.8679,5907439.5884,411873,2172-410f5d73,2172,PACIFIC ISLANDS CHURCH,,STOP,-36.96536,174.81003,,BUS
1768042.8841,5902361.7518,411874,2174-0a434331,2174,BROWNS ROAD/MANUKAU SUPERCLINIC,,STOP,-37.0099,174.88878,,BUS
1767782.649,5902255.92,411875,2176-c597994d,2176,STURDEE ROAD,,STOP,-37.0109,174.88588,,BUS
1767090.0763,5901982.1464,411876,2178-24e1f96d,2178,JELLICOE ROAD,,STOP,-37.01349,174.87816,,BUS
1767084.2662,5904168.825,411877,2179-0e8b708d,2179,STOP A MANUKAU STATION,,STOP,-36.99379,174.87761,51239-18c41359,BUS
1766538.7367,5905086.3766,411878,2182-24a7f5d7,2182,MANUKAU CITY BAPTIST CHURCH,,STOP,-36.98562,174.87128,,BUS
1778604.9609,5916040.5299,411879,2186-c84a5c3b,2186,JULIA WAY,,STOP,-36.88472,175.0042,,BUS
1767292.8129,5904585.3721,411880,2188-c163b414,2188,OSTERLEY WAY,,STOP,-36.99,174.87986,,BUS
1778709.289,5916380.2156,411881,2190-d7d9e7c4,2190,THIRD VIEW AVENUE,,STOP,-36.88164,175.00529,,BUS
1770683.5259,5912962.2058,411882,2192-d49d932e,2192,ELIM CHRISTIAN COLLEGE,,STOP,-36.91392,174.91605,,BUS
1764467.9285,5905053.5728,411883,2194-7ef107a7,2194,MALAE O FATUGATITI,,STOP,-36.98628,174.84803,,BUS
1765713.4843,5901136.8093,411884,2195-ff88df67,2195,FINLAYSON AVENUE/ROSCOMMON ROAD,,STOP,-37.02135,174.86288,,BUS
1758969.0425,5907522.5501,411885,2197-e6e52c8b,2197,KIRKBRIDE ROAD,,STOP,-36.96498,174.78575,,BUS
1765637.8081,5905823.2629,411886,2201-28a457ff,2201,HOLY CROSS SCHOOL PAPATOETOE,,STOP,-36.97914,174.861,,BUS
1770023.5539,5913207.417,411887,2202-a53d8a8a,2202,AVIEMORE DRIVE,,STOP,-36.91183,174.90859,,BUS
1767450.7794,5902128.1892,411888,2204-9a689ca9,2204,MANUREWA HIGH SCHOOL,,STOP,-37.01211,174.88218,,BUS
1759360.7976,5902924.7605,411889,2206-d03ff463,2206,STOP B AUCKLAND DOMESTIC AIRPORT,,STOP,-37.00634,174.79112,51474-d9dd1618,BUS
1765983.7539,5899081.4741,411890,2208-d55e83be,2208,BECKER DRIVE,,STOP,-37.03982,174.86637,,BUS
1765654.485,5899487.5048,411891,2212-db824ea5,2212,KENNINGTON DRIVE,,STOP,-37.03622,174.86258,,BUS
1762624.926,5908121.3761,411892,2214-b69e7be9,2214,CLEEK ROAD,,STOP,-36.95896,174.82667,,BUS
1767792.5138,5906304.7628,411893,2215-0a818f02,2215,PRESTON ROAD/BAIRDS ROAD,,STOP,-36.97442,174.88509,,BUS
1764562.8528,5904485.6755,411894,2216-fcbe8357,2216,MILAN ROAD,,STOP,-36.99138,174.84922,,BUS
1764574.7244,5904500.9836,411895,2217-8ec2098c,2217,MILAN ROAD,,STOP,-36.99124,174.84935,,BUS
1767779.6118,5906282.8196,411896,2218-4acfc0fe,2218,PRESTON ROAD/BAIRDS ROAD,,STOP,-36.97462,174.88495,,BUS
1763286.9521,5905775.6521,411897,2219-5aed6681,2219,CLAUDE AVENUE/AORERE COLLEGE,,STOP,-36.97998,174.83461,,BUS
1767373.5724,5900205.0864,411898,2229-7adfd186,2229,GAINSBOROUGH STREET,,STOP,-37.02945,174.88174,,BUS
1765847.3924,5904475.0529,411899,2231-bbb18106,2231,PLUNKET AVENUE/CAVENDISH DRIVE,,STOP,-36.99125,174.86365,,BUS
1768689.3195,5900496.3959,411900,2233-d09ce019,2233,BLOSSOM LANE,,STOP,-37.02659,174.89646,,BUS
1770031.2212,5901995.7215,411901,2234-d4b5d461,2234,ELMWOOD VILLAGE,,STOP,-37.01284,174.9112,,BUS
1769647.8213,5907031.4729,411902,2236-052f4969,2236,CHAPEL ROAD/BARRY CURTIS PARK,,STOP,-36.96754,174.90576,,BUS
1765701.337,5898336.7008,411903,2237-9ece4055,2237,WEYMOUTH SCHOOL,,STOP,-37.04658,174.86336,,BUS
1770850.3186,5910178.447,411904,2238-c6c788c4,2238,MOYRUS CRESCENT,,STOP,-36.93897,174.91855,,BUS
1771744.7993,5906963.7242,411905,2244-4fc057d6,2244,SARAZEN DRIVE,,STOP,-36.96777,174.92932,,BUS
1765684.603,5901116.2863,411906,2254-67f3bb97,2254,FINLAYSON AVENUE/ROSCOMMON ROAD,,STOP,-37.02154,174.86256,,BUS
1762864.6132,5906364.2546,411907,2256-69c8a60f,2256,CHEVIOT STREET,,STOP,-36.97475,174.82974,,BUS
1761348.101,5907066.9572,411908,2258-ff10dad4,2258,ASHLEY AVENUE,,STOP,-36.96868,174.81256,,BUS
1775352.4811,5895948.6597,411909,2260-4b04e5d1,2260,GAME PLACE,,STOP,-37.06634,174.97239,,BUS
1766085.6428,5900328.1448,411910,2263-45d1ab33,2263,ROSCOMMON ROAD/SHARLAND AVENUE,,STOP,-37.02857,174.86724,,BUS
1764133.6872,5905035.6364,411911,2266-0c45c97a,2266,ROBERT WHITE SOFTBALL PARK,,STOP,-36.9865,174.84428,,BUS
1766014.2872,5904132.1479,411912,2268-43aaffc5,2268,PLUNKET ROUNDABOUT,,STOP,-36.99431,174.8656,,BUS
1770751.2286,5900623.7455,411913,2270-df085f25,2270,HORLICKS PLACE,,STOP,-37.02507,174.9196,,BUS
1770215.1642,5900210.5434,411914,2272-0adc848a,2272,TRIMDON STREET,,STOP,-37.02889,174.91367,,BUS
1767562.2069,5902181.481,411915,2273-bbe883e0,2273,MANUREWA HIGH SCHOOL,,STOP,-37.01161,174.88342,,BUS
1770387.0413,5900349.1581,411916,2274-b77571c3,2274,EULOGY PLACE,,STOP,-37.02761,174.91557,,BUS
1770041.0329,5900623.6195,411917,2276-67b1ef98,2276,MELLERAY PLACE,,STOP,-37.0252,174.91162,,BUS
1770529.2218,5900780.2877,411918,2278-5bf99972,2278,RANDWICK PLACE,,STOP,-37.0237,174.91707,,BUS
1768836.159,5904200.6823,411919,2280-69743fd9,2280,DE HAVILLAND DRIVE,,STOP,-36.99319,174.89728,,BUS
1765498.4347,5907076.8583,411920,2282-98a569ca,2282,SAINT JOHNS CHURCH,,STOP,-36.96787,174.85916,,BUS
1761204.1951,5906383.7869,411921,2284-e3e9c609,2284,WAYNE DRIVE,,STOP,-36.97486,174.81109,,BUS
1760999.5233,5906531.9617,411922,2286-0969c57b,2286,ASHGROVE ROAD,,STOP,-36.97356,174.80876,,BUS
1760737.2676,5906602.4216,411923,2288-0dae333c,2288,NEVIS PLACE,,STOP,-36.97297,174.8058,,BUS
1768512.3105,5901215.8381,411924,2290-f342b6c3,2290,MAICH ROAD,,STOP,-37.02014,174.89431,,BUS
1769037.2543,5900895.6925,411925,2292-63c17c6b,2292,MANUREWA COSMOPOLITAN CLUB,,STOP,-37.02293,174.90028,,BUS
1768533.9505,5901051.1353,411926,2294-ab2a1225,2294,STATION ROAD,,STOP,-37.02162,174.89459,,BUS
1770543.0378,5901024.2004,411927,2296-1162903e,2296,RANDWICK PARK SCHOOL,,STOP,-37.0215,174.91717,,BUS
1770244.4383,5901178.9476,411928,2298-d3e01fa0,2298,SKELTON AVENUE,,STOP,-37.02016,174.91378,,BUS
1761713.6621,5906809.158,411929,2302-33474d93,2302,JACUELINE PLACE,,STOP,-36.97094,174.81672,,BUS
1765865.6695,5904453.6066,411930,2304-29fc1b03,2304,PLUNKET AVENUE/CAVENDISH DRIVE,,STOP,-36.99144,174.86386,,BUS
1770433.5418,5907173.3269,411931,2305-45e7da5b,2305,STOP D ORMISTON TOWN CENTRE,,STOP,-36.96612,174.91455,51756-bdf56aad,BUS
1770782.0859,5907939.9481,411932,2308-1ea9078d,2308,KENSWAY DRIVE,,STOP,-36.95915,174.91829,,BUS
1771072.2428,5907001.7408,411933,2309-7018444a,2309,GERANIUM AVENUE,,STOP,-36.96755,174.92176,,BUS
1771292.5896,5907813.1075,411934,2310-292697a1,2310,TOPLAND DRIVE,,STOP,-36.9602,174.92405,,BUS
1764589.6142,5906184.4265,411935,2311-bc76ec76,2311,145 SHIRLEY ROAD,,STOP,-36.97607,174.84915,,BUS
1764723.8563,5905852.1757,411936,2313-e969f225,2313,STOP C PAPATOETOE STATION,,STOP,-36.97904,174.85073,51309-5717ad11,BUS
1767251.4746,5897946.5547,411937,2314-42ef1e67,2314,TURNBERRY DRIVE/WATTLE FARM ROAD,,STOP,-37.04982,174.88087,,BUS
1763416.6807,5906269.2767,411938,2315-dd2a63c6,2315,DEPAK LANE,,STOP,-36.97551,174.83596,,BUS
1767383.2477,5900199.3453,411939,2316-c0c82a1f,2316,GAINSBOROUGH STREET,,STOP,-37.0295,174.88185,,BUS
1768991.1503,5911311.1713,411940,2317-57996449,2317,NANDINA AVENUE,,STOP,-36.9291,174.89743,,BUS
1766127.3829,5900278.4883,411941,2318-0c1ed891,2318,ROSCOMMON ROAD/SHARLAND AVENUE,,STOP,-37.02901,174.86772,,BUS
1764136.5747,5908956.8676,411942,2319-0e2bd330,2319,PIKI THOMPSON WAY,,STOP,-36.95117,174.84346,,BUS
1762196.6596,5907105.1503,411943,2321-99c96e0d,2321,BUCKLAND ROAD/MASSEY ROAD,,STOP,-36.96819,174.82208,,BUS
1762958.2569,5905723.1544,411944,2323-7e10163f,2323,PORTAGE ROAD/AORERE COLLEGE,,STOP,-36.98051,174.83093,,BUS
1761588.5356,5907439.7389,411945,2325-cedb739e,2325,BUCKLAND ROAD/SOUTHERN CROSS CAMPUS,,STOP,-36.96528,174.81518,,BUS
1766189.5053,5901629.1609,411946,2329-cae947b5,2329,DAGENHAM STREET,,STOP,-37.01683,174.86812,,BUS
1768271.6986,5908687.1653,411947,2331-7ad85ea0,2331,VALDER AVENUE/SPRINGS ROAD,,STOP,-36.95287,174.88994,,BUS
1768450.9312,5908965.5303,411948,2333-d263c632,2333,25 SPRINGS ROAD,,STOP,-36.95033,174.89189,,BUS
1770316.5133,5907200.0974,411949,2334-9660f119,2334,STOP A ORMISTON TOWN CENTRE,,STOP,-36.9659,174.91323,51756-bdf56aad,BUS
1767553.4615,5904708.9729,411950,2335-144eb407,2335,GREAT SOUTH ROAD/RONWOOD AVENUE,,STOP,-36.98884,174.88276,,BUS
1768710.9396,5900464.8862,411951,2336-cf6e8145,2336,BLOSSOM LANE,,STOP,-37.02687,174.89671,,BUS
1761776.4965,5906275.2132,411952,2337-f6d1876f,2337,COLIN STREET,,STOP,-36.97574,174.81754,,BUS
1762085.6549,5906004.0431,411953,2339-46766b8f,2339,WAOKAURI PLACE,,STOP,-36.97813,174.82107,,BUS
1762394.6928,5905820.5443,411954,2341-8fd1d007,2341,GEE PLACE,,STOP,-36.97973,174.82458,,BUS
1772049.3598,5907620.1947,411955,2343-ce70d60f,2343,MISSION HEIGHTS PRIMARY SCHOOL,,STOP,-36.9618,174.93259,,BUS
1762576.8924,5906916.9552,411956,2345-60615970,2345,PARKHAVEN CARE HOME,,STOP,-36.96982,174.82639,,BUS
1766932.3772,5905858.9078,411957,2347-8b74f57a,2347,LLOYD AVENUE,,STOP,-36.97859,174.87553,,BUS
1767858.5456,5910452.3615,411958,2349-122ee6b1,2349,ECHELON PLACE,,STOP,-36.93704,174.88491,,BUS
1770142.1948,5900166.503,411959,2351-15155db1,2351,RIBOT PLACE,,STOP,-37.0293,174.91286,,BUS
1766762.7584,5902581.3043,411960,2353-8adeac8f,2353,DALGETY DRIVE/KERRS ROAD,,STOP,-37.00815,174.87435,,BUS
1766824.4576,5907932.1474,411961,2355-bb25d13c,2355,OTARA MUSIC ARTS CENTRE,,STOP,-36.95993,174.87386,,BUS
1767159.7405,5903301.5903,411962,2357-c22e08cd,2357,CELADON PLACE,,STOP,-37.00159,174.87865,,BUS
1767025.5082,5903627.2286,411963,2359-41b488e3,2359,DRUCES ROAD/WIRI STATION ROAD,,STOP,-36.99868,174.87707,,BUS
1766801.1911,5900692.5536,411964,2361-784b7711,2361,ROWANDALE SCHOOL,,STOP,-37.02516,174.8752,,BUS
1770309.9692,5907184.6896,411965,2363-34a0f30c,2363,STOP B ORMISTON TOWN CENTRE,,STOP,-36.96604,174.91316,51756-bdf56aad,BUS
1779169.1366,5915521.3929,411966,2365-5fca7497,2365,POHUTUKAWA COAST SHOPPING CENTRE,,STOP,-36.88929,175.01065,,BUS
1779176.4065,5915527.8996,411967,2366-5afc3e08,2366,POHUTUKAWA COAST SHOPPING CENTRE,,STOP,-36.88923,175.01073,,BUS
1770756.144,5913338.1256,411968,2367-f3d4949c,2367,PINEWOOD GROVE,,STOP,-36.91052,174.91678,,BUS
1773511.6104,5914842.8964,411969,2369-f515ea2a,2369,STEVENSON WAY,,STOP,-36.89646,174.94735,,BUS
1770408.4211,5906809.769,411970,2371-7e04d6de,2371,KERRYKEEL DRIVE ROUNDABOUT,,STOP,-36.9694,174.91435,,BUS
1759432.609,5902956.7049,411971,2375-c1152962,2375,STOP D AUCKLAND DOMESTIC AIRPORT,,STOP,-37.00604,174.79192,51474-d9dd1618,BUS
1768561.3284,5883373.3449,411972,2380-efbdf952,2380,BUTCHER ROAD,,STOP,-37.18088,174.89887,,BUS
1764717.3019,5905835.6544,411973,2381-e4efe052,2381,STOP B PAPATOETOE STATION,,STOP,-36.97919,174.85066,51309-5717ad11,BUS
1767698.2908,5913572.1817,411974,2388-ca0cd8c3,2388,JOHNS LANE,,STOP,-36.90896,174.88242,,BUS
1759578.4166,5908053.8302,411975,2390-efe943c3,2390,MANGERE COLLEGE,,STOP,-36.96009,174.79248,,BUS
1768819.7185,5907577.4419,411976,2391-fb6e4dca,2391,ORMISTON POLICE STATION,,STOP,-36.96277,174.89634,,BUS
1759409.9391,5908567.5379,411977,2392-80d65b1e,2392,HINAU ROAD,,STOP,-36.95549,174.79048,,BUS
1769184.9189,5907489.1379,411978,2393-6f6f1e3d,2393,BISHOP LENIHAN LANE,,STOP,-36.9635,174.90046,,BUS
1759468.728,5909041.4562,411979,2394-adaee67d,2394,TANNERS ROAD,,STOP,-36.95121,174.79104,,BUS
1761307.3818,5907079.9408,411980,2395-7a6aaa49,2395,ASHLEY AVENUE,,STOP,-36.96857,174.8121,,BUS
1760231.6008,5903408.8825,411981,2396-6c7f036f,2396,HAPE DRIVE,,STOP,-37.00183,174.8008,,BUS
1768608.7404,5909106.6864,411982,2397-7efe643f,2397,SIR WILLIAM AVENUE,,STOP,-36.94903,174.89363,,BUS
1768963.6197,5909122.9347,411983,2399-6e86d678,2399,BARMAC PLACE,,STOP,-36.94882,174.89761,,BUS
1759229.2086,5903737.4457,411984,2401-74311657,2401,NEW ZEALAND SCHOOL OF TOURISM,,STOP,-36.99904,174.78947,,BUS
1769272.8086,5900213.9132,411985,2403-b179902e,2403,KEVALE PLACE,,STOP,-37.02903,174.90308,,BUS
1762868.8224,5909273.2023,411986,2412-64bbc6d1,2412,KAHU STREET,,STOP,-36.94854,174.82916,,BUS
1759372.432,5908514.9691,411987,2415-8fa0e2bd,2415,HINAU ROAD,,STOP,-36.95597,174.79007,,BUS
1769346.5331,5900118.0916,411988,2416-8b918234,2416,KEVALE PLACE,,STOP,-37.02988,174.90393,,BUS
1759478.3769,5909033.5057,411989,2417-3666f94e,2417,TANNERS ROAD,,STOP,-36.95128,174.79115,,BUS
1761315.8107,5909349.4874,411990,2418-21b8bd3f,2418,NORANA AVENUE,,STOP,-36.94812,174.81171,,BUS
1759511.3415,5908133.8928,411991,2419-9c55e172,2419,MANGERE COLLEGE,,STOP,-36.95938,174.79171,,BUS
