X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1757439.5499,5921071.2044,411143,1002-c8bb8209,1002,STOP A LOWER ALBERT,,STOP,-36.84316,174.76576,31986-b1e95b83,BUS
1757415.9244,5920999.5021,411144,1003-ea94d2b2,1003,STOP B LOWER ALBERT,,STOP,-36.84381,174.76551,31986-b1e95b83,BUS
1757414.5815,5920975.1106,411145,1004-42737000,1004,STOP C LOWER ALBERT,,STOP,-36.84403,174.7655,31986-b1e95b83,BUS
1757434.3325,5921030.2371,411146,1005-c105552e,1005,STOP D LOWER ALBERT,,STOP,-36.84353,174.76571,31986-b1e95b83,BUS
1757400.848,5921100.7754,411147,1006-3a3acd71,1006,STOP E LOWER ALBERT,,STOP,-36.8429,174.76532,31986-b1e95b83,BUS
1764744.3319,5909978.4064,411148,1015-988bebe8,1015,WATER STREET,,STOP,-36.94186,174.85006,,BUS
1758276.0826,5920773.801,411149,1018-1ed97058,1018,WOOLWORTHS QUAY STREET,,STOP,-36.8457,174.7752,,BUS
1762331.4546,5913689.7333,411150,1021-69759944,1021,PORTMAN ROAD/PENROSE ROAD,,STOP,-36.90884,174.82218,,BUS
1762536.268,5913820.1132,411151,1022-f667c7a2,1022,RYDAL DRIVE,,STOP,-36.90763,174.82445,,BUS
1762458.393,5913383.2002,411152,1023-ca6f2b92,1023,COTSWOLD LANE,,STOP,-36.91158,174.82367,,BUS
1755130.0484,5919596.4625,411153,1024-e293ba7b,1024,RICHMOND ROAD SCHOOL,,STOP,-36.85683,174.74017,,BUS
1759667.8586,5912240.7826,411154,1025-a0d7dfbb,1025,CHURCH STREET/VICTORIA STREET,,STOP,-36.92235,174.7926,,BUS
1762451.2444,5913382.227,411155,1026-36fb2013,1026,COTSWOLD LANE,,STOP,-36.91159,174.82359,,BUS
1757812.557,5919009.9947,411156,1028-415317ed,1028,PARK ROAD/AUCKLAND CITY HOSPITAL,,STOP,-36.86167,174.77037,11765-31dc890c,BUS
1763924.0115,5918907.8012,411157,1030-2d11fbea,1030,KOHIMARAMA ROAD/SELWYN COLLEGE,,STOP,-36.86155,174.83892,,BUS
1757843.1946,5920037.1357,411158,1031-6ceef13a,1031,UNIVERSITY OF AUCKLAND,,STOP,-36.85241,174.7705,,BUS
1757820.6587,5912962.308,411159,1033-825b97b4,1033,PLEASANT STREET,,STOP,-36.91616,174.77172,,BUS
1759092.06,5911947.4874,411160,1038-42c41fbb,1038,PRINCES STREET/ONEHUNGA STATION,,STOP,-36.92509,174.7862,,BUS
1759052.1602,5911910.4997,411161,1039-4731e87c,1039,ONEHUNGA STATION,,STOP,-36.92543,174.78576,,BUS
1759042.362,5911910.6832,411162,1040-cf3cfcd1,1040,ONEHUNGA STATION,,STOP,-36.92543,174.78565,,BUS
1757842.0392,5912961.9107,411163,1042-0f2d51b6,1042,PLEASANT STREET,,STOP,-36.91616,174.77196,,BUS
1756089.4797,5917446.9464,411164,1043-7dff423e,1043,STOP C VALLEY ROAD SHOPS,,STOP,-36.87604,174.75137,11435-3c216b82,BUS
1751968.8301,5915122.1596,411165,1044-9df25e7e,1044,AVONDALE MOTOR PARK,,STOP,-36.89766,174.70562,,BUS
1763982.9883,5916092.0025,411166,1045-8ca3b505,1045,TIHI STREET,,STOP,-36.88691,174.84019,,BUS
1763993.5758,5916086.2489,411167,1046-e0d2e070,1046,TIHI STREET,,STOP,-36.88696,174.84031,,BUS
1766074.6037,5919063.6701,411168,1047-3081510a,1047,RIDDELL ROAD/SIERRA STREET,,STOP,-36.85977,174.863,,BUS
1752283.2011,5919040.8037,411169,1049-345fb194,1049,MOA ROAD,,STOP,-36.8623,174.70836,,BUS
1785140.9545,5926714.6725,411170,1050-04873394,1050,SIXTH AVENUE,,STOP,-36.7873,175.0749,,BUS
1752948.3662,5919432.8456,411171,1051-f88a35be,1051,MEOLA ROAD/MOTAT,,STOP,-36.85866,174.71574,,BUS
1756834.5334,5920574.0657,411172,1053-6f2a0ca4,1053,GRAHAM STREET,,STOP,-36.84774,174.75908,,BUS
1752886.8861,5919386.2285,411173,1054-60dab476,1054,MEOLA ROAD/MOTAT,,STOP,-36.85909,174.71506,,BUS
1752199.2822,5918985.7049,411174,1056-f34e829a,1056,MOA ROAD,,STOP,-36.86281,174.70743,,BUS
1756465.8392,5921382.1419,411175,1060-00b64ee7,1060,WYNYARD QUARTER,,STOP,-36.84052,174.75478,,BUS
1756541.6773,5921382.9681,411176,1061-66bf9107,1061,WYNYARD QUARTER,,STOP,-36.8405,174.75563,,BUS
1756404.7261,5920871.6351,411177,1063-e1383615,1063,DALDY STREET/GAUNT STREET,,STOP,-36.84513,174.7542,,BUS
1756415.1663,5920905.848,411178,1065-7eec1630,1065,DALDY STREET/GAUNT STREET,,STOP,-36.84482,174.75431,,BUS
1756489.4825,5921115.3496,411179,1067-cfcee32d,1067,MADDEN STREET,,STOP,-36.84292,174.7551,,BUS
1756486.201,5921130.9474,411180,1068-219ccd66,1068,MADDEN STREET,,STOP,-36.84278,174.75506,,BUS
1757168.0068,5919408.1432,411181,1069-6968c8a2,1069,SYMONDS STREET CEMETERY,,STOP,-36.85819,174.76306,,BUS
1756439.0887,5920994.1946,411182,1072-e2b9e025,1072,DALDY STREET/GAUNT STREET,,STOP,-36.84402,174.75456,,BUS
1762319.1085,5913696.6285,411183,1074-b75c79fe,1074,PORTMAN ROAD/PENROSE ROAD,,STOP,-36.90878,174.82204,,BUS
1754340.4168,5916676.4609,411184,1075-e6b31aa2,1075,STOP F ST LUKES,,STOP,-36.88327,174.73191,11512-df624f43,BUS
1754348.0352,5916654.1263,411185,1077-73eda340,1077,STOP E ST LUKES,,STOP,-36.88347,174.732,11838-df624f43,BUS
1756676.392,5920462.6645,411186,1079-d80fd2d6,1079,SALE STREET,,STOP,-36.84877,174.75733,,BUS
1749532.123,5916046.547,411187,1081-dbb1d74b,1081,MAPLE STREET,,STOP,-36.88972,174.6781,,BUS
1757043.0955,5920323.8397,411188,1083-c5d88fd1,1083,SKYCITY AUCKLAND,,STOP,-36.84996,174.76147,,BUS
1756927.5567,5919765.5056,411189,1084-86d2233d,1084,80 GREYS AVENUE,,STOP,-36.85501,174.76029,,BUS
1757145.6776,5919406.3358,411190,1086-7cb98707,1086,SYMONDS STREET CEMETERY,,STOP,-36.85821,174.76281,,BUS
1756941.8388,5920346.7933,411191,1088-d1b8ae2b,1088,INTERNATIONAL CONVENTION CENTRE,,STOP,-36.84977,174.76033,,BUS
1756933.1883,5920361.3806,411192,1089-d1686dd6,1089,INTERNATIONAL CONVENTION CENTRE,,STOP,-36.84964,174.76023,,BUS
1756816.9775,5920395.7066,411193,1090-90cb0d20,1090,NELSON STREET,,STOP,-36.84935,174.75892,,BUS
1766619.8503,5918943.134,411194,1091-b63dfa67,1091,RIDDELL ROAD,,STOP,-36.86076,174.86914,,BUS
1765383.3961,5914156.9679,411195,1093-2ae686ec,1093,SUNSET VIEW ROAD,,STOP,-36.9041,174.85632,,BUS
1757409.7672,5920183.8891,411196,1094-6661423a,1094,LORNE STREET,,STOP,-36.85116,174.76561,,BUS
1757005.669,5920567.5826,411197,1095-d2168523,1095,VOGEL LANE,,STOP,-36.84777,174.761,,BUS
1757862.8855,5919944.6542,411198,1096-83f5e701,1096,UNIVERSITY OF AUCKLAND,,STOP,-36.85324,174.77074,,BUS
1758564.9415,5915311.3214,411199,1097-9a3c48be,1097,GREENLANE CLINICAL CENTRE MAIN ENTRANCE,,STOP,-36.89487,174.77958,,BUS
1764127.2105,5910361.0698,411200,1099-71db249d,1099,LUKE STREET,,STOP,-36.93852,174.84305,,BUS
1784931.481,5926730.3148,411201,1100-ebb7ccab,1100,SEVENTH AVENUE/THE STRAND,,STOP,-36.7872,175.07255,,BUS
1785705.6236,5926569.1994,411202,1101-c120d962,1101,FOURTH AVENUE,,STOP,-36.7885,175.08126,,BUS
1785701.6687,5926592.596,411203,1102-45061483,1102,FOURTH AVENUE/THE STRAND,,STOP,-36.78829,175.08121,,BUS
1785520.6799,5926111.4515,411204,1103-b8016f4f,1103,SEA VIEW ROAD,,STOP,-36.79266,175.0793,,BUS
1785712.6134,5926398.1031,411205,1104-38147e5e,1104,TIN BOAT RESERVE,,STOP,-36.79004,175.08138,,BUS
1785390.8574,5926012.1511,411206,1105-3ae67352,1105,TOTARA ROAD,,STOP,-36.79358,175.07787,,BUS
1785525.4552,5926125.778,411207,1106-2ee81654,1106,SEA VIEW ROAD,,STOP,-36.79253,175.07935,,BUS
1784812.6125,5925241.0215,411208,1107-e332b5de,1107,WAIHEKE GOLF COURSE,,STOP,-36.80064,175.07158,,BUS
1785389.2898,5926022.1754,411209,1108-bceda70d,1108,TOTARA ROAD,,STOP,-36.79349,175.07785,,BUS
1784656.2811,5925194.4565,411210,1109-399dce14,1109,MUSEUM AND HISTORICAL VILLAGE,,STOP,-36.80109,175.06984,,BUS
1784833.4226,5925253.8908,411211,1110-8cfc2e4a,1110,WAIHEKE GOLF COURSE,,STOP,-36.80052,175.07181,,BUS
1784329.6549,5925157.1209,411212,1111-32e93f6c,1111,VINEYARDS,,STOP,-36.80149,175.06619,,BUS
1784645.6462,5925198.0168,411213,1112-6ccb543f,1112,MUSEUM AND HISTORICAL VILLAGE,,STOP,-36.80106,175.06972,,BUS
1783569.7033,5923194.3546,411214,1113-31a2d64f,1113,MCMILLAN ROAD,,STOP,-36.81932,175.05815,,BUS
1784294.1813,5925167.8777,411215,1114-fdda6ed5,1114,VINEYARDS,,STOP,-36.8014,175.06579,,BUS
1783480.906,5923919.9966,411216,1115-c5d42b72,1115,5 O'BRIEN ROAD,,STOP,-36.8128,175.05698,,BUS
1783466.4387,5923579.5333,411217,1116-a856f1e4,1116,VALLEY ROAD,,STOP,-36.81587,175.0569,,BUS
1783527.6745,5924185.3935,411218,1117-cc4450cf,1117,TE WHAU DRIVE,,STOP,-36.8104,175.05744,,BUS
1783519.1438,5924162.2668,411219,1118-ac8d0078,1118,TE WHAU DRIVE,,STOP,-36.81061,175.05735,,BUS
1783955.3309,5924398.181,411220,1119-d0097020,1119,GORDONS ROAD,,STOP,-36.8084,175.06218,,BUS
1783853.3032,5924592.4144,411221,1120-36f73932,1120,RANGIHOUA ONETANGI SPORTS PARK,,STOP,-36.80667,175.06099,,BUS
1783877.1526,5924580.8,411222,1121-095b53b3,1121,2 O'BRIEN ROAD,,STOP,-36.80677,175.06126,,BUS
1783883.8653,5924809.3186,411223,1122-2188dd98,1122,RANGIHOUA ONETANGI SPORTS PARK,,STOP,-36.80471,175.06128,,BUS
1785150.4303,5925423.5092,411224,1123-da46a7ec,1123,103 ONETANGI ROAD,,STOP,-36.79893,175.07532,,BUS
1785146.1135,5925430.2631,411225,1124-a42996e2,1124,60 ONETANGI ROAD,,STOP,-36.79887,175.07527,,BUS
1786338.0877,5926340.0652,411226,1125-b4949f75,1125,GARRATT ROAD,,STOP,-36.79044,175.0884,,BUS
1783392.5615,5925622.4365,411227,1130-0986e64c,1130,ERUA ROAD,,STOP,-36.79748,175.05558,,BUS
1783749.5755,5925080.8367,411228,1132-f96a1a12,1132,O'BRIEN ROAD,,STOP,-36.80229,175.05971,,BUS
1777758.8051,5927673.0352,411229,1134-3f27d794,1134,MATIATIA TERMINAL,,STOP,-36.78008,174.99199,,BUS
1779204.4524,5927465.2112,411230,1138-eab89ed5,1138,OCEAN VIEW ROAD/ONEROA VILLAGE,,STOP,-36.78168,175.00823,,BUS
1783464.7261,5925574.2642,411231,1139-6ed6abb0,1139,ERUA ROAD,,STOP,-36.7979,175.0564,,BUS
1779456.4407,5927050.3351,411232,1140-ae6737bf,1140,MATAI ROAD,,STOP,-36.78537,175.01115,,BUS
1783735.1566,5925074.4873,411233,1141-881cd110,1141,O'BRIEN ROAD,,STOP,-36.80235,175.05955,,BUS
1779424.6644,5926897.8263,411234,1142-ee01122f,1142,MANUKA ROAD,,STOP,-36.78675,175.01083,,BUS
1778403.6782,5927513.0655,411235,1143-adc3bbe2,1143,OWHANAKE CAR PARK,,STOP,-36.7814,174.99925,,BUS
1779460.3833,5926728.3585,411236,1144-04c6957e,1144,BLACKPOOL PARK,,STOP,-36.78827,175.01127,,BUS
1779704.6802,5926755.4067,411237,1146-7a7354b6,1146,NIKAU ROAD,,STOP,-36.78798,175.014,,BUS
1779870.5435,5927042.7273,411238,1148-559d8d72,1148,MOA AVENUE/OCEAN VIEW ROAD,,STOP,-36.78536,175.01579,,BUS
1779481.8952,5927241.826,411239,1150-f6690513,1150,OCEAN VIEW ROAD/TUI STREET,,STOP,-36.78364,175.01139,,BUS
1779095.3789,5927500.7998,411240,1151-8c367565,1151,WAIHEKE LIBRARY,,STOP,-36.78138,175.007,,BUS
1780442.0457,5926794.2359,411241,1152-0345de43,1152,FRANK STREET,,STOP,-36.78749,175.02225,,BUS
1779220.7496,5927475.9688,411242,1153-cfdac820,1153,OCEAN VIEW ROAD/ONEROA VILLAGE,,STOP,-36.78158,175.00841,,BUS
1780539.742,5926390.3542,411243,1154-2c0ac8f9,1154,TETLEY ROAD,,STOP,-36.79111,175.02344,,BUS
1779435.2027,5927271.6672,411244,1155-a7cc8152,1155,OCEAN VIEW ROAD/TUI STREET,,STOP,-36.78338,175.01086,,BUS
1780739.2479,5926157.4727,411245,1156-0645db20,1156,SURFDALE SHOPS,,STOP,-36.79317,175.02573,,BUS
1779425.3221,5927226.3659,411246,1157-a0b9c151,1157,TUI STREET/OCEAN VIEW ROAD,,STOP,-36.78379,175.01076,,BUS
1780972.2756,5925948.2946,411247,1158-d676b0f4,1158,HOOKS LANE,,STOP,-36.79501,175.02839,,BUS
1779450.5263,5927023.82,411248,1159-e80b9cc6,1159,MATAI ROAD,,STOP,-36.78561,175.01109,,BUS
1781328.3325,5925732.0551,411249,1160-d1462525,1160,DONALD BRUCE ROAD,,STOP,-36.79689,175.03243,,BUS
1779407.9369,5926781.6303,411250,1161-4d497f11,1161,RATA STREET,,STOP,-36.7878,175.01067,,BUS
1781490.3735,5925502.1699,411251,1162-59e1455a,1162,SHELLEY BEACH ROAD,,STOP,-36.79893,175.0343,,BUS
1779640.6953,5926684.6053,411252,1163-a1b1346a,1163,BLACKPOOL PARK,,STOP,-36.78863,175.0133,,BUS
1779696.9337,5926726.7104,411253,1165-af22fc35,1165,NIKAU ROAD,,STOP,-36.78824,175.01392,,BUS
1779781.4785,5926925.8361,411254,1167-4b49c69e,1167,15 MOA AVENUE,,STOP,-36.78643,175.01482,,BUS
1779880.9915,5927072.4766,411255,1169-0e0279d7,1169,MOA AVENUE/OCEAN VIEW ROAD,,STOP,-36.78509,175.0159,,BUS
1782745.6085,5925800.6016,411256,1170-67b965e8,1170,WAIHEKE WAR MEMORIAL HALL,,STOP,-36.796,175.04829,,BUS
1779901.5601,5927116.4423,411257,1171-426cda32,1171,MOA AVENUE,,STOP,-36.78469,175.01612,,BUS
1782258.9205,5925751.0734,411258,1172-e3f92098,1172,BELGIUM STREET,,STOP,-36.79654,175.04285,,BUS
1780485.3035,5926771.1214,411259,1173-6204102e,1173,FRANK STREET,,STOP,-36.78769,175.02274,,BUS
1782531.8251,5926072.6894,411260,1174-d3199d4c,1174,MURITAI ROAD,,STOP,-36.79359,175.04583,,BUS
1780546.3639,5926450.1535,411261,1175-070b704e,1175,TETLEY ROAD,,STOP,-36.79057,175.0235,,BUS
1782733.5882,5926364.7416,411262,1176-081f8cb9,1176,HOMAI STREET,,STOP,-36.79092,175.04802,,BUS
1780755.92,5926143.7996,411263,1177-bfbb2f29,1177,SURFDALE SHOPS,,STOP,-36.79329,175.02592,,BUS
1782408.7183,5926786.8335,411264,1178-c2028e75,1178,WILMA ROAD,,STOP,-36.78718,175.04428,,BUS
1780931.6985,5925929.1754,411265,1179-eaafea3b,1179,HOOKS LANE,,STOP,-36.79519,175.02794,,BUS
1782511.3375,5927076.5698,411266,1180-278eb411,1180,HILL ROAD,,STOP,-36.78455,175.04536,,BUS
1781336.2923,5925728.5559,411267,1181-aec9032a,1181,DONALD BRUCE ROAD,,STOP,-36.79692,175.03252,,BUS
1782493.1988,5927146.8878,411268,1182-654162f4,1182,PALM ROAD,,STOP,-36.78392,175.04514,,BUS
1781502.9596,5925506.3421,411269,1183-9601c704,1183,SHELLEY BEACH ROAD,,STOP,-36.79889,175.03444,,BUS
1782570.142,5927488.2326,411270,1184-29429dcf,1184,PALM BEACH STORE,,STOP,-36.78083,175.04592,,BUS
1782104.1289,5925608.9691,411271,1185-1ee213c9,1185,OSTEND DOMAIN,,STOP,-36.79785,175.04115,,BUS
1782115.8523,5926952.9285,411272,1186-58bba566,1186,CORY ROAD,,STOP,-36.78574,175.04096,,BUS
1781798.5501,5926768.7745,411273,1188-5fdcacc7,1188,28 JUNCTION ROAD,,STOP,-36.78746,175.03745,,BUS
1781160.2308,5927148.6466,411274,1190-2073c4e5,1190,HAURAKI ROAD,,STOP,-36.78416,175.03021,,BUS
1782543.3901,5925820.4712,411275,1191-87715a7c,1191,STOP A OSTEND,,STOP,-36.79586,175.04602,61046-e967ef22,BUS
1781482.4573,5927270.5599,411276,1192-9bfa2c84,1192,POPE'S CORNER,,STOP,-36.783,175.03379,,BUS
1782287.7194,5925803.7382,411277,1193-2e16e433,1193,BELGIUM STREET,,STOP,-36.79606,175.04316,,BUS
1781418.3712,5927069.9037,411278,1194-b5b2cdd6,1194,18 KARAKA ROAD,,STOP,-36.78482,175.03312,,BUS
1782526.0676,5926053.9426,411279,1195-8e46de66,1195,MURITAI ROAD,,STOP,-36.79376,175.04577,,BUS
1782250.6773,5927455.0998,411280,1196-7de496f4,1196,PALM BEACH,,STOP,-36.78119,175.04235,,BUS
1782695.9935,5926276.7463,411281,1197-49dd7082,1197,HOMAI STREET,,STOP,-36.79172,175.04762,,BUS
1781067.4795,5926101.6734,411282,1198-ee3d7b02,1198,WELLINGTON ROAD,,STOP,-36.79361,175.02942,,BUS
1782392.916,5926799.3813,411283,1199-2198ad06,1199,WILMA ROAD,,STOP,-36.78707,175.0441,,BUS
1781334.4233,5926354.6323,411284,1200-3cc2ca74,1200,OCEAN ROAD,,STOP,-36.79128,175.03235,,BUS
1782505.3515,5927088.9078,411285,1201-6726e5ef,1201,HILL ROAD,,STOP,-36.78444,175.04529,,BUS
1780130.0225,5927069.444,411286,1202-af5b35b7,1202,LITTLE ONEROA BEACH,,STOP,-36.78507,175.01869,,BUS
1782587.3031,5927455.6755,411287,1203-cc05f091,1203,PALM BEACH STORE,,STOP,-36.78112,175.04612,,BUS
1780475.5982,5927114.3123,411288,1204-0d562752,1204,QUEENS DRIVE,,STOP,-36.7846,175.02255,,BUS
1782124.9585,5926919.4342,411289,1205-7eb3b90e,1205,CORY ROAD,,STOP,-36.78604,175.04107,,BUS
1780827.3566,5927240.0651,411290,1206-88a58c8b,1206,HEKERUA BAY,,STOP,-36.7834,175.02646,,BUS
1781921.8249,5926813.8772,411291,1207-39da31a0,1207,GULF PLACE,,STOP,-36.78703,175.03882,,BUS
1786330.7307,5926330.2355,411292,1208-557ccfcf,1208,GARRATT ROAD HAIL AND RIDE,,STOP,-36.79053,175.08832,,BUS
1781516.2903,5926720.3934,411293,1209-514c8299,1209,PACIFIC PARADE,,STOP,-36.78795,175.0343,,BUS
1786624.6131,5926541.3794,411294,1210-6e40d4c6,1210,BELLE TERRACE,,STOP,-36.78857,175.09156,,BUS
1781479.2584,5926742.271,411295,1211-53d1b560,1211,PACIFIC PARADE,,STOP,-36.78776,175.03388,,BUS
1786593.1127,5926529.8579,411296,1212-f5e6359f,1212,BELLE TERRACE HAIL AND RIDE,,STOP,-36.78868,175.09121,,BUS
1781211.7562,5927136.4528,411297,1213-1c5a0f81,1213,HAURAKI ROAD,,STOP,-36.78426,175.03079,,BUS
1785869.1238,5926574.5198,411298,1214-75f7eebf,1214,THE STRAND,,STOP,-36.78842,175.08309,,BUS
1781464.9819,5927246.5116,411299,1215-4feb76a2,1215,POPE'S CORNER,,STOP,-36.78322,175.0336,,BUS
1778391.0678,5927507.7792,411300,1216-a00b5076,1216,OWHANAKE CAR PARK,,STOP,-36.78145,174.99911,,BUS
1780701.5406,5924377.8462,411301,1217-44ce2eb7,1217,KENNEDY POINT TERMINAL,,STOP,-36.80921,175.02573,,BUS
1781458.3391,5926094.4791,411302,1219-ce8d8a1c,1219,31 JELLICOE PARADE,,STOP,-36.7936,175.0338,,BUS
1780422.4281,5927133.1963,411303,1225-07bd0455,1225,QUEENS DRIVE,,STOP,-36.78444,175.02195,,BUS
1780137.677,5927093.702,411304,1229-22eed645,1229,LITTLE ONEROA BEACH,,STOP,-36.78485,175.01877,,BUS
1780872.8003,5927235.7721,411305,1231-6779f17b,1231,HEKERUA BAY,,STOP,-36.78343,175.02697,,BUS
1764050.3261,5916532.438,411306,1300-68af0ac8,1300,AUCKLAND NETBALL CENTRE,,STOP,-36.88293,174.84085,,BUS
1764032.6937,5916542.7671,411307,1301-1e3e3e82,1301,AUCKLAND NETBALL CENTRE,,STOP,-36.88284,174.84065,,BUS
1756936.0186,5916936.3849,411308,1302-c49f1460,1302,VALLEY ROAD INTERNATIONAL CHURCH,,STOP,-36.8805,174.76097,,BUS
1756324.0763,5920948.584,411309,1303-71a4458f,1303,FANSHAWE STREET,,STOP,-36.84445,174.75328,,BUS
1756313.2742,5920943.2331,411310,1304-5dae172a,1304,FANSHAWE STREET,,STOP,-36.8445,174.75316,,BUS
1763873.9274,5915845.4908,411311,1305-70b0dba6,1305,STONEFIELDS WETLANDS,,STOP,-36.88915,174.83902,,BUS
1763843.9266,5915861.6074,411312,1306-c1c30b23,1306,STONEFIELDS WETLANDS,,STOP,-36.88901,174.83868,,BUS
1764804.8622,5912224.7789,411313,1308-39ea5631,1308,GABADOR PLACE,,STOP,-36.92161,174.85025,,BUS
1783476.729,5923601.5121,411314,1309-c30d2ec2,1309,VALLEY ROAD,,STOP,-36.81567,175.05701,,BUS
1756544.2657,5920795.8228,411315,1315-1e8f2b03,1315,FANSHAWE STREET/VICTORIA PARK,,STOP,-36.84579,174.75578,,BUS
1764306.8301,5916056.8941,411316,1317-87b3edb9,1317,STONEMASON AVENUE,,STOP,-36.88717,174.84383,,BUS
1756608.7275,5920614.8457,411317,1319-b41ddf26,1319,HALSEY STREET/VICTORIA PARK,,STOP,-36.84741,174.75654,,BUS
1757615.4856,5920841.5444,411318,1323-11a35a9a,1323,BRITOMART CUSTOMS STREET EAST,,STOP,-36.8452,174.76778,,BUS
1756758.498,5920562.1478,411319,1324-5bb75ebb,1324,HARDINGE STREET,,STOP,-36.84786,174.75823,,BUS
1757489.0105,5920851.6531,411320,1325-8876cfe3,1325,BRITOMART TE KOMITITANGA,,STOP,-36.84513,174.76636,,BUS
1764110.7197,5910107.2223,411321,1327-82347e1f,1327,ATKINSON AVENUE,,STOP,-36.94081,174.84292,,BUS
1758951.1745,5920383.8809,411322,1331-d75a7554,1331,GLADSTONE ROAD,,STOP,-36.8491,174.78285,,BUS
1757079.9502,5920290.9748,411323,1332-06829269,1332,SKYCITY AUCKLAND,,STOP,-36.85025,174.76189,,BUS
1763018.1712,5912040.6157,411324,1333-46bc7ff3,1333,MUTUKAROA/HAMLINS HILL,,STOP,-36.92358,174.83024,,BUS
1756589.8804,5920608.5333,411325,1334-c70b5c82,1334,HALSEY STREET/VICTORIA PARK,,STOP,-36.84747,174.75633,,BUS
1763371.6099,5911282.4285,411326,1335-3de397cb,1335,MOUNT RICHMOND DRIVE,,STOP,-36.93035,174.83437,,BUS
1758954.2636,5920406.02,411327,1336-7e370ac5,1336,GLADSTONE ROAD,,STOP,-36.8489,174.78288,,BUS
1757684.9705,5920981.207,411328,1338-dcbe2e52,1338,QUAY STREET,,STOP,-36.84393,174.76853,11814-b1f9e8ce,BUS
1757501.2273,5920836.9993,411329,1342-6a382323,1342,BRITOMART TE KOMITITANGA,,STOP,-36.84526,174.7665,,BUS
1758430.7076,5919065.1012,411330,1345-bd535613,1345,AUCKLAND MUSEUM,,STOP,-36.86107,174.77729,,BUS
1763817.1463,5910221.6639,411331,1348-52ae063c,1348,HUIA ROAD,,STOP,-36.93983,174.8396,,BUS
1756261.0922,5920481.3939,411332,1349-1930ba18,1349,NEW WORLD VICTORIA PARK,,STOP,-36.84867,174.75267,,BUS
1764069.9032,5910115.7808,411333,1350-c09cf078,1350,ATKINSON AVENUE,,STOP,-36.94074,174.84246,,BUS
1763786.9427,5916559.7122,411334,1351-4c4b2215,1351,NGAHUE DRIVE/NORMAN LESSER DRIVE,,STOP,-36.88273,174.83789,,BUS
1763460.2362,5910841.2059,411335,1352-2653dabc,1352,OTAHUHU/MOUNT RICHMOND,,STOP,-36.93431,174.83546,,BUS
1758795.4521,5920307.9875,411336,1353-e4016241,1353,STRAND STATION,,STOP,-36.84981,174.78112,,BUS
1763050.7891,5912022.2313,411337,1354-0c1786ac,1354,MUTUKAROA/HAMLINS HILL,,STOP,-36.92374,174.83061,,BUS
1764150.098,5909840.0853,411338,1355-72782936,1355,STOP A OTAHUHU TOWN CENTRE,,STOP,-36.94321,174.84342,51783-251ee183,BUS
1764190.6021,5909861.4997,411339,1356-0146ace9,1356,STOP B OTAHUHU TOWN CENTRE,,STOP,-36.94301,174.84387,51783-251ee183,BUS
1763349.6752,5915796.7551,411340,1357-b1bf0b64,1357,NEW WORLD STONEFIELDS,,STOP,-36.88968,174.83315,,BUS
1758692.6822,5920393.1416,411341,1358-994edcb8,1358,STRAND STATION,,STOP,-36.84906,174.77995,,BUS
1763906.9897,5919969.1731,411342,1359-4beb2c35,1359,HOLGATE ROAD,,STOP,-36.85199,174.8385,,BUS
1765551.2647,5916140.4166,411343,1361-5422a231,1361,PILKINGTON ROAD/TRIPOLI ROAD,,STOP,-36.8862,174.85777,,BUS
1757078.6591,5919882.5808,411344,1364-a228f96f,1364,MAYORAL DRIVE/MYERS PARK,,STOP,-36.85393,174.76196,,BUS
1755800.606,5913459.0705,411345,1365-1f7e8816,1365,MOUNT ROSKILL SCHOOL CAMPUS,,STOP,-36.91202,174.74895,,BUS
1762802.3041,5913284.4966,411346,1366-0376f18d,1366,ARANUI ROAD,,STOP,-36.91241,174.82755,,BUS
1754216.8588,5914190.4848,411347,1367-3a7db0a1,1367,DENNY AVENUE,,STOP,-36.90569,174.73103,,BUS
1755236.9131,5913678.0373,411348,1369-92f60298,1369,SOMERSET ROAD,,STOP,-36.91014,174.74258,,BUS
1765345.021,5911773.6483,411349,1370-2c9f39ec,1370,BERNARD STREET,,STOP,-36.92558,174.85641,,BUS
1765662.0012,5911760.8106,411350,1372-1887ffc2,1372,RUNA PLACE,,STOP,-36.92564,174.85997,,BUS
1760095.2267,5915059.5579,411351,1373-f43279eb,1373,FERGUSON AVENUE,,STOP,-36.89688,174.7968,,BUS
1765404.7989,5911457.2715,411352,1374-b3614b0b,1374,378 PANAMA ROAD,,STOP,-36.92842,174.85715,,BUS
1763437.0887,5916170.2153,411353,1375-2b78c975,1375,LUNN AVENUE,,STOP,-36.8863,174.83405,,BUS
1764939.9337,5911425.2486,411354,1376-33920bb5,1376,MATAROA ROAD,,STOP,-36.92879,174.85194,,BUS
1763735.36,5915455.2613,411355,1377-0298cb8a,1377,47 LUNN AVENUE,,STOP,-36.89269,174.83755,,BUS
1757169.515,5920697.7398,411356,1378-a2feea70,1378,HOBSON STREET,,STOP,-36.84657,174.76281,,BUS
1763719.9802,5916462.222,411357,1382-b77f15b5,1382,NGAHUE DRIVE/NORMAN LESSER DRIVE,,STOP,-36.88362,174.83716,,BUS
1763376.9897,5916104.7773,411358,1384-2b4e6eb6,1384,LUNN AVENUE,,STOP,-36.8869,174.83339,,BUS
