OBJECTID,ROUTEPATTERN,AGENCYNAME,ROUTENAME,ROUTENUMBER,MODE,Shape__Length
64015,11145,ATMB,SWANSON TO BRITOMART RBW (ANZAC DAY),RBW-A,BUS,28037.7894750518
64016,11146,ATMB,BRITOMART TO SWANSON VIA KHYBER PASS,RBW,BUS,31841.2597863991
64017,11147,ATMB,SWANSON TO BRITOMART VIA KHYBER PASS,RBW,BUS,31508.3421191738
64018,11201,PC,HOB PT WHARF TO NORTHWEST VIA W HARBOUR,112,BUS,10111.1635045375
64019,11202,PC,NORTHWEST TO HOB PT WHARF VIA W HARBOUR,112,BUS,10008.7216439497
64020,11401,PC,HOB PT WHARF TO NORTHWEST VIA WHENUAPAI,114,BUS,16513.7995196827
64021,11402,PC,NORTHWEST TO HOB PT WHARF VIA WHENUAPAI,114,BUS,16407.780842079
64022,11601,PC,WEST HILLS LOOP,116,BUS,5493.71151893952
64023,11601,PC,WEST HILLS LOOP,116,BUS,5489.0016427332
64024,12003,RTH,HENDERSON TO CONSTELLATION STATION VIA WESTGATE,120,BUS,25774.8601221179
64025,12004,RTH,CONSTELLATION STATION TO HENDERSON VIA WESTGATE,120,BUS,26126.8899818144
64026,12009,RTH,WESTGATE TO CONSTELLATION STATION,120,BUS,16937.0465533368
64027,12010,RTH,CONSTELLATION TO WESTGATE,120,BUS,17249.3819691221
64028,12011,RTH,HENDERSON TO WESTGATE,120,BUS,8837.81356878109
64029,12201,NZB,HUAPAI NORTH TO WESTGATE VIA KUMEU,122,BUS,11779.0478795719
64030,12202,NZB,WESTGATE TO HUAPAI NORTH VIA KUMEU,122,BUS,12159.4362623138
64031,12301,NZB,HUAPAI TRIANGLE TO WESTGATE VIA KUMEU,123,BUS,11670.3805747349
64032,12302,NZB,WESTGATE TO HUAPAI TRIANGLE VIA KUMEU,123,BUS,13115.0539254573
64033,12501,NZB,HELENSVILLE TO WESTGATE VIA KUMEU,125,BUS,38410.3005637244
64034,12502,NZB,WESTGATE TO HELENSVILLE VIA KUMEU,125,BUS,38233.2943778826
64035,12601,PC,ALBANY TO WESTGATE VIA RIVERHEAD,126,BUS,27037.1265131368
64036,12602,PC,WESTGATE TO ALBANY VIA RIVERHEAD,126,BUS,27250.4999432329
64037,12603,PC,RIVERHEAD TO WESTGATE,126,BUS,9322.81331380695
64038,12801,NZB,HIBISCUS COAST STATION TO HELENSVILLE,128,BUS,30045.6167774733
64039,12802,NZB,HELENSVILLE TO HIBISCUS COAST STATION,128,BUS,29969.3791761118
64040,13201,PC,TE ATATU PENINSULA LOOP TO CITY CENTRE,132,BUS,19574.2644045571
64041,13206,PC,CITY CENTRE TO TE ATATU PENINSULA LOOP,132,BUS,18820.9505793116
64042,13501,PC,TE ATATU (TOTARA RD) TO HENDERSON,135,BUS,8636.52165968815
64043,13502,PC,HENDERSON TO TE ATATU (TOTARA RD),135,BUS,9414.93633645299
64044,14301,PC,RANUI TO HENDERSON VIA STURGES RD,143,BUS,6936.75242283469
64045,14302,PC,HENDERSON TO RANUI VIA STURGES RD,143,BUS,7699.26244633576
64046,14501,PC,LINCOLN RD TO HENDERSON VIA WESTERN H,145,BUS,12925.6827411267
64047,14502,PC,HENDERSON TO LINCOLN RD VIA WESTERN H,145,BUS,12974.3360964916
64048,14701,PC,WAITAKERE TOWNSHIP TO HENDERSON,147,BUS,13821.4410426717
64049,14702,PC,HENDERSON TO WAITAKERE TOWNSHIP,147,BUS,13215.2155457988
64050,14801,PC,RANUI TO LINCOLN RD,148,BUS,4226.0027823825
64051,14802,PC,LINCOLN RD TO RANUI,148,BUS,5296.89194942625
64052,14901,PC,RANUI TO NEW LYNN VIA ROSEBANK,149,BUS,15573.5291316533
64053,14902,PC,NEW LYNN TO RANUI VIA ROSEBANK,149,BUS,15801.4496540083
64054,15201,PC,HENDERSON TO NEW LYNN VIA SUNNYVALE AND GLEN EDEN,152,BUS,13868.2719500174
64055,15202,PC,NEW LYNN TO HENDERSON VIA GLEN EDEN AND SUNNYVALE,152,BUS,13984.3483488333
64056,15405,PC,HENDERSON TO NEW LYNN VIA GLEN EDEN,154,BUS,13948.5271157089
64057,15406,PC,NEW LYNN TO HENDERSON VIA GLEN EDEN,154,BUS,14057.2814075739
64058,16101,RTH,BRAINS PARK TO NEW LYNN,161,BUS,5150.02950829287
64059,16102,RTH,NEW LYNN TO BRAINS PARK,161,BUS,4148.82984941082
64060,16201,NZB,HENDERSON TO NEW LYNN VIA GLENDENE,162,BUS,10026.5039493373
64061,16202,NZB,NEW LYNN TO HENDERSON VIA GLENDENE,162,BUS,9989.89086789312
64062,17027,RTH,TITIRANGI SOUTH TO NEW LYNN,170,BUS,7828.63086667369
64063,17028,RTH,NEW LYNN TO TITIRANGI SOUTH,170,BUS,7848.59853152634
64064,17030,RTH,NEW LYNN TO TITIRANGI SOUTH VIA OTITORI BAY RD,170,BUS,9356.75167651638
64065,17105,RTH,LAINGHOLM TO NEW LYNN,171,BUS,16026.9278458124
64066,17116,RTH,NEW LYNN TO LAINGHOLM LOOP,171,BUS,20455.282773268
64067,17205,RTH,GLEN EDEN TO NEW LYNN VIA TITIRANGI,172,BUS,8762.99855761239
64068,17208,RTH,NEW LYNN TO GLEN EDEN VIA TITIRANGI,172,BUS,9061.8217589964
64069,18603,RTH,SOUTH LYNN LOOP,186,BUS,5995.06712625258
64070,19101,RTH,LYNFIELD TO NEW LYNN VIA BLOCKHOUSE BAY AND AVONDALE,191,BUS,16974.7636982477
64071,19102,RTH,NEW LYNN TO LYNFIELD VIA AVONDALE AND BLOCKHOUSE BAY,191,BUS,16842.4667557302
64072,19507,RTH,NEW LYNN TO CITY CENTRE VIA GREEN BAY,195,BUS,20882.6957860472
64073,19508,RTH,CITY CENTRE TO NEW LYNN VIA GREEN BAY,195,BUS,21227.4159488877
64074,19509,RTH,NEW LYNN TO BLOCKHOUSE BAY VIA GREEN BAY,195,BUS,7494.85534811705
64075,20007,TZG,HIBISCUS COAST STATION TO AUCKLAND UNIVERSITIES,NX2,BUS,31853.8190851303
64076,20008,TZG,AUCKLAND UNIVERSITIES TO ALBANY STATION VIA WELLESLEY ST,NX2,BUS,18575.2940643819
64077,20016,TZG,AUCKLAND UNIVERSITIES TO HIBISCUS COAST STN,NX2,BUS,31998.2557139031
64078,20023,TZG,ALBANY STATION TO AUCKLAND UNIVERSITIES VIA WELLESLEY ST,NX2,BUS,18962.4757336949
64079,20903,RTH,TITIRANGI TO CITY CENTRE VIA GREEN BAY AND NEW NORTH RD,209,BUS,17202.9879370993
64080,20903,RTH,TITIRANGI TO CITY CENTRE VIA GREEN BAY AND NEW NORTH RD,209,BUS,17196.9843950739
64081,20904,RTH,CITY CENTRE TO TITIRANGI VIA NEW NORTH RD AND GREEN BAY,209,BUS,17561.8092333548
64082,20904,RTH,CITY CENTRE TO TITIRANGI VIA NEW NORTH RD AND GREEN BAY,209,BUS,17553.5424711894
64083,22203,ATMB,PAPAKURA TO BRITOMART EXP VIA MANUKAU SOUTHERN RAIL BUS,RBSX,BUS,38086.5242189861
64084,22204,ATMB,BRITOMART TO PAPAKURA EXP VIA MANUKAU SOUTHERN RAIL BUS,RBSX,BUS,38236.2020265093
64085,22210,ATMB,BRITOMART TO PUKEKOHE SOUTHERN RAIL BUS,RBS,BUS,57901.8164007272
64086,22211,ATMB,PUKEKOHE TO BRITOMART SOUTHERN RAIL BUS,RBS,BUS,58324.8761635133
64087,22211,ATMB,PUKEKOHE TO BRITOMART SOUTHERN RAIL BUS,RBS,BUS,58253.991690384
64088,22212,ATMB,BRITOMART TO PAPAKURA SOUTHERN RAIL BUS,RBS,BUS,37253.5947473189
64089,22213,ATMB,PAPAKURA TO BRITOMART SOUTHERN RAIL BUS,RBS,BUS,37145.6197559385
64090,22214,ATMB,OTAHUHU TO PUKEKOHE SOUTHERN RAIL BUS,RBS,BUS,42426.0147221827
64091,22215,ATMB,PUKEKOHE TO OTAHUHU SOUTHERN RAIL BUS,RBS,BUS,43045.8778141004
64092,22228,ATMB,PAPAKURA TO PUKEKOHE SOUTHERN RAIL BUS,RBS,BUS,20653.1914885607
64093,22229,ATMB,PUKEKOHE TO PAPAKURA SOUTHERN RAIL BUS,RBS,BUS,21108.3719344453
64094,22231,ATMB,PAPAKURA TO GRAFTON RBS (ANZAC DAY),RBS-A,BUS,35197.3397233946
64095,22235,ATMB,OTAHUHU TO BRITOMART SOUTHERN RAIL BUS,RBS,BUS,14846.4625011207
64096,22259,ATMB,PUKEKOHE TO PUHINUI SOUTHERN RAIL BUS,RBS,BUS,37008.8853556539
64097,22260,ATMB,PUHINUI TO PUKEKOHE SOUTHERN RAIL BUS,RBS,BUS,36324.6326017349
64098,25201,NZB,LYNFIELD TO CIVIC CENTRE VIA DOMINION RD,252,BUS,13614.4972325848
64099,25201,NZB,LYNFIELD TO CIVIC CENTRE VIA DOMINION RD,252,BUS,13614.4972325848
64100,25202,NZB,CIVIC CENTRE TO LYNFIELD VIA DOMINION RD,252,BUS,13458.2323976846
64101,25202,NZB,CIVIC CENTRE TO LYNFIELD VIA DOMINION RD,252,BUS,13458.2323976846
64102,25301,NZB,BLOCKHOUSE BAY TO CIVIC CENTRE VIA DOMINION RD,253,BUS,11873.5263805357
64103,25302,NZB,CIVIC CENTRE TO BLOCKHOUSE BAY VIA DOMINION RD,253,BUS,11849.9787311221
64104,27001,RTH,ALBANY STATION TO BRITOMART (LOWER ALBERT ST),NX1,BUS,17822.2781198824
64105,27002,RTH,BRITOMART (LOWER ALBERT ST) TO ALBANY STATION,NX1,BUS,18266.4333809393
64106,27003,RTH,HIBISCUS COAST STATION TO BRITOMART (LOWER ALBERT ST),NX1,BUS,30767.1454017276
64107,27004,RTH,BRITOMART (LOWER ALBERT ST) TO HIBISCUS COAST STATION,NX1,BUS,31689.3950304604
64108,27007,RTH,HIBISCUS COAST STATION TO BRITOMART (LOWER ALBERT) AM PEAK,NX1,BUS,30767.1454017276
64109,27012,RTH,SMALES FARM TO HIBISCUS COAST STATION,NX1,BUS,21920.8077665906
64110,27014,RTH,AKORANGA TO ALBANY STATION,NX1,BUS,10221.4684736257
64111,29501,NZB,ELLERSLIE STATION TO CITY CENTRE VIA ROYAL OAK,295,BUS,15662.4477702834
64112,29502,NZB,CITY CENTRE TO ELLERSLIE STATION VIA ROYAL OAK,295,BUS,15321.0847195223
64113,29503,NZB,ELLERSLIE STATION TO ROYAL OAK,295,BUS,5913.39292222598
64114,29504,NZB,ROYAL OAK TO ELLERSLIE STATION,295,BUS,4943.71148600379
64115,29505,NZB,ROYAL OAK TO CITY CENTRE,295,BUS,9749.05484805747
64116,29506,NZB,CITY CENTRE TO ROYAL OAK,295,BUS,10384.2655313534
64117,29801,GBT,ONEHUNGA TO SYLVIA PARK VIA ELLERSLIE,298,BUS,12426.1111405328
64118,29802,GBT,SYLVIA PARK TO ONEHUNGA VIA ELLERSLIE,298,BUS,12755.7295266284
64119,30901,GBT,MANGERE TOWN CENTRE TO CITY CENTRE,309,BUS,25405.2918948211
64120,30902,GBT,CITY CENTRE TO MANGERE TOWN CENTRE,309,BUS,25028.0142479634
64121,30903,GBT,MANGERE TOWN CENTRE TO CITY CENTRE (EXPRESS),309X,BUS,23219.7135248133
64122,30904,GBT,CITY CENTRE TO MANGERE TOWN CENTRE EXPRESS,309X,BUS,23690.0537026036
64123,30906,GBT,CITY CENTRE TO MANGERE TOWN CENTRE (PMN),309,BUS,25028.0142479634
64124,31303,GBT,MANGERE TO MANUKAU BUS STATION VIA PAPATOETOE,313,BUS,12573.924325962
64125,31304,GBT,MANUKAU BUS STATION TO MANGERE VIA PAPATOETOE,313,BUS,12120.8296474684
64126,31403,GBT,ORMISTON TO MIDDLEMORE STATION VIA OTARA,314,BUS,10497.5068629244
64127,31404,GBT,MIDDLEMORE STATION TO ORMISTON VIA OTARA,314,BUS,10571.7706055063
64128,32101,NZB,MIDDLEMORE STATION TO BRITOMART VIA GREENLANE HOSPITAL,321,BUS,22222.9372240738
64129,32102,NZB,BRITOMART TO MIDDLEMORE STATION VIA GREENLANE HOSPITAL,321,BUS,21990.6071322528
64130,32103,NZB,MIDDLEMORE STATION TO ELLERSLIE STATION VIA OTAHUHU,321,BUS,10763.9711209696
64131,32301,GBT,OTAHUHU STATION TO PANMURE VIA PANAMA RD,323,BUS,11446.7434318222
64132,32302,GBT,PANMURE TO OTAHUHU STATION VIA PANAMA RD,323,BUS,11393.746054484
64133,32411,GBT,MANGERE TOWN CENTRE TO SEASIDE PARK VIA OTAHUHU,324,BUS,11389.5748871533
64134,32412,GBT,SEASIDE PARK TO MANGERE TOWN CENTRE VIA OTAHUHU,324,BUS,11431.1209544661
64135,32503,GBT,MANGERE TOWN CTR TO MANUKAU STATION VIA OTAHUHU & OTARA,325,BUS,22363.1134595738
64136,32504,GBT,MANUKAU BUS STATION TO MANGERE TOWN CTR VIA OTARA & OTAHUHU,325,BUS,22378.5426793764
64137,32601,GBT,MANGERE TOWN CENTRE TO OTAHUHU STATION VIA TIDAL ROAD,326,BUS,10878.507917808
64138,32602,GBT,OTAHUHU STATION TO MANGERE TOWN CENTRE VIA TIDAL ROAD,326,BUS,10611.4049479703
64139,35103,HE,BOTANY TO OTAHUHU STATION VIA HIGHBROOK,351,BUS,13195.6357180358
64140,35104,HE,OTAHUHU STATION TO BOTANY VIA HIGHBROOK,351,BUS,13478.9724999127
64141,35203,HE,MANUKAU BUS STATION TO PANMURE VIA EAST TAMAKI,352,BUS,20900.3691463989
64142,35203,HE,MANUKAU BUS STATION TO PANMURE VIA EAST TAMAKI,352,BUS,20906.7550331011
64143,35204,HE,PANMURE TO MANUKAU BUS STATION VIA EAST TAMAKI,352,BUS,21117.5477087748
64144,35204,HE,PANMURE TO MANUKAU BUS STATION VIA EAST TAMAKI,352,BUS,21115.6104800899
64145,35303,HE,MANUKAU BUS STATION TO BOTANY TOWN CENTRE VIA PRESTON RD,353,BUS,10734.0270523648
64146,35304,HE,BOTANY TOWN CENTRE TO MANUKAU BUS STATION VIA PRESTON RD,353,BUS,10701.7999257438
64147,35304,HE,BOTANY TOWN CENTRE TO MANUKAU BUS STATION VIA PRESTON RD,353,BUS,10698.9610051557
64148,35503,HE,ORMISTON TO BOTANY VIA MISSION HEIGHTS,355,BUS,10450.8852133328
64149,35504,HE,BOTANY TO MANUKAU BUS STATION VIA MISSION HEIGHTS & ORMISTON,355,BUS,16116.7532294418
64150,35505,HE,MANUKAU BUS STATION TO BOTANY VIA ORMISTON & MISSION HEIGHTS,355,BUS,16289.1937831369
64151,36101,RTH,MANUREWA INTERCHANGE TO OTARA / MIT VIA MAHIA RD,361,BUS,21935.9530934262
64152,36101,RTH,MANUREWA INTERCHANGE TO OTARA / MIT VIA MAHIA RD,361,BUS,21942.4641526684
64153,36102,RTH,OTARA / MIT TO MANUREWA INTERCHANGE VIA MAHIA RD,361,BUS,22144.5082501079
64154,36102,RTH,OTARA / MIT TO MANUREWA INTERCHANGE VIA MAHIA RD,361,BUS,22150.6378252306
64155,36104,RTH,MIT TO MANUREWA INTERCHANGE VIA MAHIA RD,361,BUS,14591.1401098815
64156,36203,RTH,WEYMOUTH TO MANUKAU BUS STATION VIA GREAT SOUTH RD,362,BUS,12238.8732037956
64157,36204,RTH,MANUKAU BUS STATION TO WEYMOUTH VIA GREAT SOUTH RD,362,BUS,11171.0405557808
64158,36302,RTH,MANUREWA INTERCHANGE TO WATTLE DOWNS LOOP,363,BUS,10376.56259419
64159,36503,RTH,PAPAKURA INTERCHANGE TO MANUKAU BUS STATION VIA PORCHESTER,365,BUS,18121.4448826668
64160,36504,RTH,MANUKAU BUS STATION TO PAPAKURA INTERCHANGE VIA PORCHESTER,365,BUS,17947.9909466966
64161,36605,RTH,MANUREWA INTERCHANGE TO MANUKAU BUS STATION VIA THE GARDENS,366,BUS,13096.4003408086
64162,36606,RTH,MANUKAU BUS STATION TO MANUREWA VIA THE GARDENS,366,BUS,13498.3641477615
64163,37202,RTH,PAPAKURA SHOPS TO KERI HILL LOOP,372,BUS,6670.24325280883
64164,37301,RTH,RED HILL TO PAPAKURA SHOPS,373,BUS,6307.94259613385
64165,37302,RTH,PAPAKURA SHOPS TO RED HILL,373,BUS,6775.55457516489
64166,37604,RTH,PAPAKURA SHOPS TO AURANGA DR VIA DRURY,376,BUS,12032.2390479842
64167,37701,RTH,PAHUREHURE TO PAPAKURA INTERCHANGE,377,BUS,5324.04261264853
64168,37702,RTH,PAPAKURA INTERCHANGE TO PAHUREHURE,377,BUS,5154.50943277375
64169,37704,RTH,PAPAKURA INTERCHANGE TO PARK ESTATE LOOP,377,BUS,8529.16569956976
64170,37802,RTH,PAPAKURA SHOPS TO KARAKA HARBOURSIDE LOOP AND KARAKA LAKES,378,BUS,11646.5866664104
64171,38017,GBT,AIRPORT LINK VIA PUHINUI STATION,AIR,BUS,17916.8731726936
64172,39104,RTH,PUKEKOHE NORTHEAST LOOP,391,BUS,7396.29931397164
64173,39220,RTH,PUKEKOHE STATION TO PUKEKOHE STATION,392,BUS,9400.35245674944
64174,39304,RTH,PUKEKOHE SOUTH LOOP,393,BUS,7943.13955471419
64175,39407,RTH,PUKEKOHE INTERCHANGE TO PAERATA RISE LOOP,394,BUS,14090.2660922795
64176,39501,RTH,WAIUKU TO PAPAKURA INTERCHANGE,395,BUS,35477.770207852
64177,39502,RTH,PAPAKURA INTERCHANGE TO WAIUKU,395,BUS,34406.6522339573
64178,39607,RTH,WAIUKU TO PUKEKOHE INTERCHANGE VIA KITCHENER RD AND PATUMAHO,396,BUS,27066.9598126497
64179,39608,RTH,PUKEKOHE INTERCHANGE TO WAIUKU VIA PATUMAHOE AND VICTORIA AV,396,BUS,27281.4214686607
64180,39609,RTH,PUKEKOHE INTERCHANGE TO WAIUKU LOOP VIA PATUMAHOE,396,BUS,37982.2891508383
64181,39903,RTH,PORT WAIKATO TO PUKEKOHE INTERCHANGE VIA TUAKAU,399,BUS,43949.2347667499
64182,39904,RTH,PUKEKOHE TO PORT WAIKATO VIA TUAKAU,399,BUS,44203.1088692488
64183,44416,ATMB,NEWMARKET TO ONEHUNGA ONEHUNGA RAIL BUS,RBO,BUS,11156.470380466
64184,44417,ATMB,ONEHUNGA TO NEWMARKET ONEHUNGA RAIL BUS,RBO,BUS,11215.8569189316
64185,44425,ATMB,ONEHUNGA TO GRAFTON RBO (ANZAC DAY),RBO-A,BUS,12883.4946832945
64186,50101,WBC,KENNEDY POINT TO MATIATIA WHARF,501,BUS,8090.39112516775
64187,50102,WBC,MATIATIA WHARF TO KENNEDY POINT,501,BUS,8751.21073217083
64188,50201,WBC,ROCKY BAY TO MATIATIA WHARF,502,BUS,14658.589205597
64189,50202,WBC,MATIATIA WHARF TO ROCKY BAY,502,BUS,14485.0096640232
64190,50204,WBC,MATIATIA WHARF TO ROCKY BAY (L),502,BUS,14485.0096640232
64191,50302,WBC,MATIATIA WHARF TO ONEROA,503,BUS,1956.00053637716
64192,55520,ATMB,BRITOMART TO OTAHUHU VIA ALL STATIONS,RBE,BUS,23468.1938472892
64193,55521,ATMB,OTAHUHU TO BRITOMART VIA ALL STATIONS,RBE,BUS,23620.5767553477
64194,55523,ATMB,MANUKAU TO GRAFTON RBE (ANZAC DAY),RBE-A,BUS,36567.5560833623
64195,55524,ATMB,BRITOMART TO MANUKAU EASTERN RAIL BUS,RBE,BUS,33310.5378233394
64196,55525,ATMB,MANUKAU TO BRITOMART EASTERN RAIL BUS,RBE,BUS,33507.2339652142
64197,55544,ATMB,MEADOWBANK LOOP (OUTBOUND),RBM,BUS,2998.95024690109
64198,55545,ATMB,MEADOWBANK LOOP (INBOUND),RBM,BUS,2986.79677206652
64199,55546,ATMB,BRITOMART TO MANUKAU EASTERN RAIL BUS (NEW),RBE,BUS,33310.5378233394
64200,55547,ATMB,MANUKAU TO BRITOMART EASTERN RAIL BUS (NEW),RBE,BUS,33507.2339652142
64201,71101,GBT,HOWICK TO PANMURE VIA CASCADES ROAD,711,BUS,13498.3635325553
64202,71102,GBT,PANMURE TO HOWICK VIA CASCADES ROAD,711,BUS,13363.4030010555
64203,71201,GBT,BUCKLANDS BEACH TO PANMURE,712,BUS,13849.7022608729
64204,71202,GBT,PANMURE TO BUCKLANDS BEACH,712,BUS,13865.0330503477
64205,71203,GBT,PANMURE TO BUCKLANDS BEACH LOOP,712,BUS,21885.5802832149
64206,73301,GBT,BOTANY TO THE PARADE VIA HIGHLAND PARK,733,BUS,12103.6973238163
64207,73302,GBT,BUCKLANDS BEACH TO BOTANY VIA HIGHLAND PARK,733,BUS,11785.5411952408
64208,73303,GBT,BOTANY TO BUCKLANDS BEACH VIA HIGHLAND PARK,733,BUS,9569.20521745988
64209,73401,GBT,BOTANY TO HALF MOON BAY VIA HIGHLAND PARK,734,BUS,8944.8648345703
64210,73402,GBT,HALF MOON BAY TO BOTANY VIA HIGHLAND PARK,734,BUS,8847.1948633386
64211,73501,GBT,BOTANY TO HALF MOON BAY VIA COCKLE BAY AND HOWICK,735,BUS,13886.6470358548
64212,73501,GBT,BOTANY TO HALF MOON BAY VIA COCKLE BAY AND HOWICK,735,BUS,13889.3582634758
64213,73502,GBT,HALF MOON BAY TO BOTANY VIA HOWICK AND COCKLE BAY,735,BUS,13798.6539054731
64214,73901,GBT,MARAETAI AND BEACHLANDS TO BOTANY VIA WHITFORD AND ORMISTON,739,BUS,29992.1638783768
64215,73902,GBT,BOTANY TO BEACHLANDS AND MARAETAI VIA ORMISTON AND WHITFORD,739,BUS,30170.4807515412
64216,74401,GBT,PANMURE TO ST HELIERS VIA GLEN INNES,744,BUS,8713.240229047
64217,74402,GBT,ST HELIERS TO PANMURE VIA GLEN INNES,744,BUS,8852.60589964732
64218,74701,GBT,PANMURE TO GLEN INNES VIA STONEFIELDS,747,BUS,6600.60926016867
64219,74702,GBT,GLEN INNES TO PANMURE VIA STONEFIELDS,747,BUS,6737.27984847115
64220,74703,GBT,PANMURE TO SELWYN COLLEGE VIA GLEN INNES,747,BUS,9189.65152590939
64221,75101,NZB,PANMURE TO NEWMARKET VIA MARUA RD AND REMUERA RD,751,BUS,8593.35857728557
64222,75102,NZB,NEWMARKET TO PANMURE VIA MARUA RD AND REMUERA RD,751,BUS,8711.73007589948
64223,75503,NZB,BENSON RD TO BRITOMART VIA PORTLAND RD,755,BUS,10709.5504900209
64224,75504,NZB,BRITOMART TO BENSON RD VIA PORTLAND RD,755,BUS,10137.3377809594
64225,77401,NZB,WEST TAMAKI RD TO BRITOMART VIA LONG DR AND TAMAKI DR,774,BUS,11836.558967225
64226,77402,NZB,BRITOMART TO WEST TAMAKI RD VIA TAMAKI DR AND LONG DR,774,BUS,12145.5112931781
64227,77501,NZB,GLENDOWIE TO BRITOMART VIA TAMAKI DR,775,BUS,17355.0052639948
64228,77502,NZB,BRITOMART TO GLENDOWIE VIA TAMAKI DR,775,BUS,15901.8960932505
64229,78101,NZB,MISSION BAY TO MUSEUM VIA ORAKEI,781,BUS,12684.8292162607
64230,78102,NZB,MUSEUM TO MISSION BAY VIA ORAKEI,781,BUS,12769.8430075535
64231,78103,NZB,MISSION BAY TO NEWMARKET VIA ORAKEI,781,BUS,10851.4151232993
64232,78104,NZB,NEWMARKET TO MISSION BAY VIA ORAKEI,781,BUS,11326.7944847225
64233,78201,GBT,SYLVIA PARK TO MISSION BAY VIA ELLERSLIE AND MEADOWBANK,782,BUS,17612.7710219459
64234,78202,GBT,MISSION BAY TO SYLVIA PARK VIA MEADOWBANK AND ELLERSLIE,782,BUS,17891.378841228
64235,78301,GBT,EASTERN BAYS CIRCUIT CLOCKWISE,783,BUS,15609.8544682564
64236,78302,GBT,EASTERN BAYS CIRCUIT ANTICLOCKWISE,783,BUS,15891.1005971843
64237,79702,NZB,WYNYARD QUARTER TO KARANGAHAPE RD VIA QUEEN ST,CTY,BUS,6757.68487204089
64238,79821,NZB,INNER LINK ANTICLOCKWISE,INN,BUS,11802.5995790921
64239,79823,NZB,INNER LINK ANTICLOCKWISE NEWMARKET TO VICTORIA PARK,INN,BUS,5730.73266751252
64240,79825,NZB,INNER LINK ANTICLOCKWISE K RD TO VICTORIA PARK,INN,BUS,8259.21209772243
64241,79831,NZB,INNER LINK ANTICLOCKWISE (VP),INN,BUS,11802.5995790921
64242,79922,NZB,INNER LINK CLOCKWISE,INN,BUS,12171.0046891604
64243,79922,NZB,INNER LINK CLOCKWISE,INN,BUS,12171.0046891604
64244,79924,NZB,INNER LINK CLOCKWISE CUSTOMS ST TO VICTORIA PARK,INN,BUS,10646.8113305623
64245,79924,NZB,INNER LINK CLOCKWISE CUSTOMS ST TO VICTORIA PARK,INN,BUS,10646.8113305623
64246,79926,NZB,INNER LINK CLOCKWISE NEWMARKT TO VICTORIA PARK,INN,BUS,6833.08269736869
64247,79926,NZB,INNER LINK CLOCKWISE NEWMARKT TO VICTORIA PARK,INN,BUS,6833.08269736869
64248,79928,NZB,INNER LINK CLOCKWISE K RD TO VICTORIA PARK,INN,BUS,3618.94166942323
64249,79928,NZB,INNER LINK CLOCKWISE K RD TO VICTORIA PARK,INN,BUS,3618.94166942323
64250,79934,NZB,INNER LINK CLOCKWISE (VP),INN,BUS,12171.0046891604
64251,79934,NZB,INNER LINK CLOCKWISE (VP),INN,BUS,12171.0046891604
64252,80098,MEX,PARNELL TO SNELLS BEACH,MEX,BUS,73821.489745507
64253,80099,MEX,SNELLS BEACH TO PARNELL,MEX,BUS,74544.4661843533
64254,80101,NZB,BAYSWATER WHARF TO AKORANGA STATION VIA TAKAPUNA,801,BUS,10070.3805595281
64255,80102,NZB,AKORANGA STATION TO BAYSWATER WHARF VIA TAKAPUNA,801,BUS,9901.29356289228
64256,80201,NZB,BAYSWATER TO CITY (MAYORAL DR),802,BUS,14325.1189240071
64257,80202,NZB,CITY (MAYORAL DR) TO BAYSWATER,802,BUS,14248.2004999084
64258,80501,NZB,DEVONPORT WHARF TO BELMONT SHOPS VIA NGATARINGA RD,805,BUS,4112.65130972749
64259,80502,NZB,BELMONT SHOPS TO DEVONPORT WHARF VIA NGATARINGA RD,805,BUS,4031.70300238463
64260,80601,NZB,DEVONPORT WHARF TO STANLEY PT LOOP,806,BUS,4151.97645503879
64261,80701,NZB,DEVONPORT WHARF TO CHELTENHAM LOOP,807,BUS,3900.42230007117
64262,80701,NZB,DEVONPORT WHARF TO CHELTENHAM LOOP,807,BUS,3908.38591050326
64263,81401,NZB,DEVONPORT WHARF TO AKORANGA STATION VIA TAKAPUNA,814,BUS,9621.92388927259
64264,81402,NZB,AKORANGA STATION TO DEVONPORT WHARF VIA TAKAPUNA,814,BUS,9533.98418265486
64265,84201,NZB,CROWN HILL TO SMALES FARM STATION VIA EAST COAST RD,842,BUS,4684.3573034129
64266,84202,NZB,SMALES FARM STATION TO CROWN HILL VIA EAST COAST RD,842,BUS,4357.51717441528
64267,84303,NZB,AKORANGA STATION TO CONSTELLATION STATION VIA TAKAPUNA,843,BUS,11444.3719742144
64268,84303,NZB,AKORANGA STATION TO CONSTELLATION STATION VIA TAKAPUNA,843,BUS,11441.5631003639
64269,84304,NZB,CONSTELLATION STATION TO AKORANGA STATION VIA TAKAPUNA,843,BUS,12176.7345236214
64270,84501,RTH,MILFORD TO TAKAPUNA VIA NORTH SHORE HOSPITAL,845,BUS,7536.22683334838
64271,84502,RTH,TAKAPUNA TO MILFORD VIA NORTH SHORE HOSPITAL,845,BUS,7286.04116985462
64272,85601,RTH,ALBANY STATION TO TAKAPUNA VIA BEACH RD AND MILFORD,856,BUS,26146.889786578
64273,85602,RTH,TAKAPUNA TO ALBANY STATION VIA MILFORD AND BEACH RD,856,BUS,26005.9801194044
64274,85603,RTH,MAIRANGI BAY TO SMALES FARM STATION VIA BEACH RD AND MILFORD,856,BUS,7286.59693542227
